actor_id,name_unified,year_birth,year_death
78644169,"Blunt, Joseph, of Nottingham.",NA,NA
2098,"Bobbin, Tim, 1708-1786.",1708,1786
39808208,"Bockett, Elias, 1695-1735.",1695,1735
51636516,"Boddington, Nicholas, active 1687-1717,",1687,1717
12147357,"Bodenham, W.,",NA,NA
100218964,"Boethius, -524.",480,524
3892133,"Böhm, Johann, -1751,",NA,1751
24645038,"Boisguillebert, Pierre Le Pesant, sieur de, 1646-1714.",1646,1714
71244864,"Bold, John, 1679-1751.",1679,1751
61539796,"Bolingbroke, Henry St. John, Viscount, 1678-1751.",1678,1751
1403408,"Bolles, John, 1677-1767.",1677,1767
3866322,"Bolles, Joseph, 1701-1785.",1701,1785
43219979,"Bond, William, -1735.",1675,1735
63907609,"Bonny, W.",1600,1718
73741053,"Bonwicke, Henry",1670,1706
69363534,"Boone, Nicholas, 1679-1738,",1679,1738
29427704,"Boreham, W.",1717,1721
284285083,"Boston, Thomas, 1677-1732.",1677,1732
160691223,"Boswell, John, 1698-1757.",1698,1757
12203344,"Boulter, A.",1713,1716
48194427,"Bourn, Samuel, 1689-1754.",1689,1754
28490728,"Bourne, Henry, 1696-1733.",1696,1733
9704345,"Boursot, Peter.",NA,NA
23596213,"Bowen, Nathan, 1698-1776.",1698,1776
50169773,"Bower, Archibald, 1686-1766.",1686,1766
144168398,Bowles & Carver,1793,1832
NV3642,"Bowles, John",1701,1779
32297703,"Bowles, Thomas",1695,1767
55078661,"Bowles, Thomas, 1694-1773.",1694,1773
50654666,"Bowman, William, approximately 1703-1744.",1703,1744
34576385,"Bowrey, Thomas, approximately 1650-1713.",1650,1713
38527178,"Bowyer, Jonah, active 1702-1722,",1702,1722
46815338,"Bowyer, W.",1663,1737
14825513,"Bowyer, W.",1699,1777
40750189,"Boyd, Elizabeth, active 1730-1744.",1730,1744
NV3664,"[Boyd, W., active 1773-1777],",NA,NA
59137316,"Boydell, John, 1720-1804.",1719,1804
66368880,"Boydell, Tho.",NA,NA
100170776,"Boyer, Abel, 1667-1729.",1667,1729
61896188,"Boyse, J. (Joseph), 1660-1728.",1660,1728
52045161,"Boyse, Samuel, 1708-1749.",1708,1749
66334917,"Brackstone, J. (James),",NA,NA
27412072,"Braddon, Laurence, -1724.",NA,1724
36969992,"Braddyll, Thomas",1672,1715
78253200,"Bradford, Andrew,",NA,NA
66520614,"Bradford, Andrew",1686,1742
29386776,"Bradford, Cornelia, -1755,",NA,1755
58931975,"Bradford, J.",1663,1752
59137165,"Bradford, William",1663,1752
75274218,"Bradford, William, 1719-1791,",1719,1791
71292053,"Bradley, Jonathan, active 1730.",1730,NA
8583674,"Bradley, Richard, 1688-1732.",1688,1732
44148715,"Bragg, B.",1694,1710
66319776,"Brampton, John.",NA,NA
38465427,"Brand, Alexander, Sir.",1977,NA
NV3728,"Brangan, Thomas",NA,NA
66642503,"Bray, Thomas, 1658-1730.",1656,1730
24449635,"Breck, Thomas.",NA,NA
39723529,"Bremner, Robert, -1789.",1713,1789
76185449,"Brereton, Robert, 1718 or 1719-1784.",1718,1784
49078851,"Brereton, Thomas, 1686-",1686,NA
71242034,"Brest, Vincent.",NA,NA
31848575,"Breues, John.",NA,NA
23301493,"Brice, Andrew, 1690-1773.",1690,1773
37254774,"Brickell, John, 1710?-1745.",1710,1745
36721686,"Bridge, S.",1661,1706
19531298,"Bridges, John, of Chippenham.",NA,NA
42226579,"Brightland, John",1710,1717
NV3827,"Brigs, John, active 1716-1733,",NA,NA
230344634,"Brindley, J.",1705,1758
31848665,"Brittain, Thomas.",NA,NA
41726148,"Brocas, John",NA,NA
180772604,"Brocklesby, Richard, 1636-1714.",1636,1714
72831547,"Brockwell, Charles.",NA,NA
26916378,"Broderick, Isaac, 1707 or 1708-",1707,NA
45743193,"Brodie, Alexander, active 1722.",1722,NA
76661281,"Brome, Charles, active 1687-1700,",1687,1700
41691382,"Bromfield, William, Quaker.",NA,NA
58932260,"Bromwich, John.",NA,NA
39422726,"Brooke, Henry, 1703?-1783.",1703,1783
43284643,"Brooke, Thomas, 1692-1757.",1692,1757
4009487,"Brooks, Richard, active 1740-1743.",1790,1743
NV3979,"Brooksby, P.",1672,1696
31001925,"Broome, Michael",1699,1775
43244755,Brother.,NA,NA
305051344,"Brotherton, J.",1716,1756
162757074,"Brotherton, John, active 1716-1753,",1716,1756
2320580,"Brown, Christopher, Rev.",NA,NA
59437092,"Brown, George, 1650-1730.",1650,1730
59032306,"Brown, Hugh",1712,1730
304978627,"Brown, J.",NA,NA
106187449,"Brown, Mathew,",NA,NA
24453382,"Browne, Daniel, -1762,",NA,1762
70359054,"Browne, Daniel, 1647-1727.",1647,1729
24453400,"Browne, Jonas, -1718.",NA,1718
28501721,"Browne, Joseph, active 1700-1721.",1700,1721
51542841,"Browne, Robert, of Wapping.",NA,NA
21111023,"Browne, Simon, 1680-1732.",1680,1732
62717191,"Willis, Browne, 1682-1760.",1682,1760
50688485,"Brownell, George,",NA,NA
305004195,"Bruce, J.",NA,NA
248204455,"Bruce, Thomas, (Schoolmaster in Edinburgh)",NA,NA
26942949,"Bryce, John",1750,1786
262817315,"Buchan, Alexander, -1730.",NA,1730
56463393,"Buchanan, Matthew.",NA,NA
2321741,"Buckland, J.",1710,1790
34509535,"Buckley, S.",1674,1741
8840282,"Budd, Henry, -1816,",NA,1816
51543019,"Budd, James.",NA,NA
17569100,"Bugg, Francis, 1640-1724?.",1640,1724
93592786,"Bull, Digby.",NA,NA
18336847,"Bull, George, 1634-1710.",1634,1710
NV4254,"[Bunchley, Samuel],",NA,NA
61397557,"Burch, J.",NA,NA
60749130,"Burdon, Henry.",NA,NA
25996451,"Burdon, William.",1700,1750
9741768,"Burleigh, Ferdinando",1713,1715
305048944,"Burrell, Andrew.",NA,NA
93593585,"Burridge, Richard, 1670-",1670,NA
40914636,"Burton, R., active 18th century.",1700,NA
3914632,"Burton, Thomas, active 18th century.",1700,NA
24453808,"Bury, Richard.",NA,NA
16219276,"Bushell, John, 1715?-1761,",1715,1761
23673511,"Butcher, Zachary,",NA,NA
1460788,"Butler, Alford, 1696?-1742,",1696,1742
16215918,"Butler, Alford, 1739?-1828,",1739,1828
100150468394704172124,"Butler, Isaac.",NA,NA
21129399,"Buttolph, Nicholas, 1668-1737,",1668,1737
7731702,"Byfield, T. (Timothy).",NA,NA
53222050,"Byrom, Samuel.",NA,NA
NV34996,C. B.,NA,NA
23652374,"C. H., active 1978.",1978,NA
124750563,"C. Hitch and L. Hawes (Firm),",NA,NA
14869656,C. L.,1767,1842
NV4485,"C. S., (Gentleman at Oxford.",NA,NA
10237634,"Fleming, Caleb, 1698-1779.",1698,1779
260111754,"Cabe, E.",1735,1773
73747837,"Cailloüé, Jean",1701,1706
45730711,"Calder, Robert, 1658-1723.",1658,1723
18758830,"Cadell, T.",1700,1802
264462707,Callimachus.,-250,-249
74249687,"Cam, Joseph, -1743.",NA,1743
NV4603,Cambridge Gentleman.,NA,NA
NV4631,"Campbell, Alexander, Midshipman of H.M.S. Wager.",NA,NA
12318697,"Campbell, Archibald, -1744.",1669,1744
100903333,"Campbell, Colen, 1676-1729.",1676,1729
304986883,"Campbell, Duncan.",NA,NA
73708698,"Campbell, Hugh, Sir, of Calder.",NA,NA
67878808,"Campbell, Robert, Esq.",NA,NA
NV4779,"Cant, Andrew, 1648 or 1649-1730.",1648,1730
NV4811,"Caradoc, Solomon Owen.",NA,NA
14965532,"Carey, Henry, 1687?-1743.",1687,1743
63865137,"Miller, Alexander",NA,NA
306133806,"Carpenter, John (of Riklin in Essex)",1700,NA
7731862,"Carrington, James.",1700,1794
48775923,"Carruthers, Thomas",1695,1700
262067064,"Carson, J.",NA,1765
34794161,"Carte, Thomas, 1686-1754.",1686,1754
7175367,"Carter, Cornelius,",NA,NA
51575426,"Carter, C.",NA,1734
294598310,"Carter, Edmund, writing master in Cambridge.",1753,1788
99437620,"Carter, Richard (Composer)",1750,NA
7426803,"Casley, David.",1734,1750
32051321,"Caslon, T.",1742,1783
60505411,"Caslon, William, 1693-1766.",1692,1766
93329622,"Castaing, John.",NA,NA
2807707,"Castell, Robert.",1629,1729
41737022,"Castle, Edward",1687,1727
29389081,"Castro, J., (Writing master)",NA,NA
47612282,"Catesby, Mark, 1683-1749.",1683,1749
12335599,"Cavalier, Jean, 1681-1740.",1681,1740
5259928,"Cave, E.",1691,1754
23694546,"Cawood, Francis.",NA,NA
70359049,"Cennick, John, 1718-1755.",1718,1755
88118455,"Chalmers, James, 1727?-1806.",1727,1806
305130253,"Chaloner, Thomas.",NA,NA
70460975,"Chamberlen, Mr.",NA,NA
119779259,"Chamberlen, Paul.",1738,NA
58641025,"Champion, Joseph, 1709-approximately 1765.",1709,1768
9700390,"Chandler, Benjamin, -approximately 1729.",NA,1729
34361404,"Chantry, John, active 1693-1708,",1693,1708
281435278,"Chapelle, H.",1720,1764
58045532,"Chapman, John, 1704-1784.",1704,1784
68888563,"Chapman, S. (Samuel), active 1721-1728,",1721,1728
306130843,"Chappelow, John, 1662 or 1663-",1662,NA
49223162,"Chardin, John, Sir, 1643-1713.",1643,1713
306130845,"Charlton, Jasper.",NA,NA
305130254,"Chase, William",1728,1781
7246041,"Chase, W.",1692,1744
12162647,"Chastel, M.",1717,1755
100185203,"Chaucer, Geoffrey, -1400.",1340,1400
49083216,"Chavanon, Peter.",NA,NA
29066506,"Chebsey, William.",NA,NA
54579024,"Checkley, John, 1680-1754.",1680,1754
19534960,"Cheneau, François.",NA,NA
7246209,"Cheshire, John, 1695-1762.",1695,1762
34312061,"Chetham, John, approximately 1700-1763.",1700,1763
37740266,"Chetwood, W. R. (William Rufus), -1766.",NA,1766
17094737,"Cheyn, William.",NA,NA
100925871,"Chilcot, Thomas, approximately 1700-1766.",1700,1766
4306147270694535700005,"Childe, Timothy",1650,1750
14625856,"Chilton, Richard.",NA,NA
24655896,"Chiswell, Richard",1639,1711
30965328,"Cholmondeley, Daniel.",NA,NA
245762516,"Chorley, Josiah, -1719?.",1652,1719
50709003,"Chovet, Abraham, 1704-1790.",1704,1790
46672298,"Chrichley, J.",1731,1743
NV5528,"Christianus, active 1746.",NA,NA
49105805,"Christie, James, Rev.",NA,NA
69269764,"Chubb, Thomas, 1679-1747.",1679,1747
135203514,Church of England.,NA,NA
NV6011,Church-man.,NA,NA
NV6016,"Churchey, William, -1702.",NA,NA
100282981,"Churchill, Awnsham, -1728,",1681,1728
95326954,"Churchill, John, active 1690-1714,",1690,1714
51763613,"Cibber, Colley, 1671-1757.",1671,1757
78769600,"Cicero, Marcus Tullius.",-106,-43
304987096,Citizen of London.,NA,NA
306130865,"Claggett, John.",NA,NA
1563790,"Claggett, William,",1694,1749
50606997,"Clancy, Michael, approximately 1700-approximately 1750.",1700,1750
12250525,"Clark, Benjamin",1674,1698
73772960,"Clark, H.",1687,1731
68785550,"Clark, John, 1688-1736.",1688,1736
34353258,"Clark, John, active 1697-1760,",1697,1760
24465878,"Clark, John, active 1703.",1703,NA
122059304,"Clark, M.",1677,1709
263788498,"Clarke, J.",1690,1765
315611052,"Clarke, John, active approximately 1730-1755,",1730,1755
2324221,"Clarke, Laurence, A.M.",NA,NA
56465091,"Clarke, William, Dissenting Minister.",NA,NA
246763674,"Claudianus, Claudius.",370,404
NV6184,"Clavel, Robert",1650,1696
54004414,"Clay, Francis, -1738.",1650,1738
40931200,"Clayton, David, active 1717-1719.",1767,1719
4809028,"Cleithron, R.",NA,NA
306107743,"Cleland, Charles,",NA,NA
44350961,"Clements, Henry",1686,1719
87555762,"Clements, Henry",1646,1721
NV6312,Clergy-man of the Church of England.,NA,NA
NV6339,Clergyman of Wales.,NA,NA
218130268,Clergyman of Warwickshire.,1700,NA
306078306,"Clerke, George.",NA,NA
9729889,"Cliff, N.",1708,1716
66833719,"Clinch, William, 1716 or 1717-",1716,NA
13776828,"Stretzer, Thomas, -1738.",NA,1738
306130876,"Clutton, Joseph, 1693-1743.",1693,1743
43269577,"Cobden, Edward, 1684-1764.",1684,1764
46380101,"Cock, Henry",1750,1805
19535413,"Cock, John, presbyter of the Church of England.",NA,NA
65436808,"Cockburn, John, 1652-1729.",1652,1729
31852840,"Cockburn, William (Historian)",NA,NA
51546178,"Cockburn, William, presbyter of the Church of Scotland.",NA,NA
44183431,"Cockerill, Thomas",1666,1702
56957861,"Cole, Christian,",NA,NA
46618067,"Cole, John, active 1750.",1750,NA
24456290,"Coleire, Richard, 1670-",1670,NA
51604761,"Coles, Joseph.",NA,NA
8269751,"Collier, Jeremy, 1650-1726.",1650,1726
NV6635,"Collier, John, teacher of Mathematics.",NA,NA
78662881,"Collier, Joseph",1679,1724
NV6639,"Collier, Mary.",NA,NA
121639216,"Collier, Mary, 1688?-1762.",1688,1762
5995757,"Collins, Arthur, 1682?-1760.",1682,1760
26003655,"Collins, Edward.",NA,NA
41727978,"Collins, Freeman",1669,1713
NV6661,"Collins, S.",1678,1724
NV6664,"[Collins, Susanna, active 1713-1724],",NA,NA
26920796,"Colpas, Andrew.",NA,NA
49083990,"Coltheart, Peter.",NA,NA
63864058,"Comine, William, -1753.",NA,1753
145476035,Company of Distillers of London.,NA,NA
131032837,"Company of Watermen and Lightermen (London, England)",NA,NA
1385525,"Concanen, Mr. (Matthew), 1701-1749.",1701,1749
228716377,"Roberts, J.",1668,1754
21998777,"Conyers, G.",1686,1750
44216749,"Cook, E.",1735,1766
54955298,"Cooke, Ebenezer, approximately 1667-approximately 1732.",1667,1732
36773998,"Cooke, Thomas, Rev., of Newcastle-upon-Tyne.",NA,NA
250725204,"Cooke, Thomas, Vicar of Bayton.",1700,NA
45792469,"Cookson, Obadiah, 1709-",1709,NA
48169463,"Coole, Benjamin, -1717.",NA,1717
306069806,"Cooper, Alexander.",NA,NA
76172238,"Cooper, Christopher, of Ashford.",NA,NA
9741821,"Cooper, M.",1736,1761
9903158,"Cooper, Thomas, -1743,",NA,1743
21233444,"Copithorne, Richard.",NA,NA
46678711,"Corbet, Charles, active 1683-1685,",1733,1685
NV7197,"Corbett, C.,",NA,NA
NV7198,"Corbett, C.",1710,1752
73907888,"Corbett, Charles, 1710-1752.",1710,1752
41696855,"Corderoy, James.",NA,NA
46774938,"Cordier, Mathurin, 1479-1564.",1479,1564
2325017,"Cornthwaite, Robert, 1696-1755.",1696,1755
NV7237,"Cornwall, Henry, Captain.",NA,NA
304992936,Country clergyman.,NA,NA
11890955,Country vicar.,NA,NA
NV7445,Country-man.,NA,NA
304996218,Countryman.,NA,NA
155206532,"Courant Company (Dublin, Ireland),",NA,NA
46321588,"Courteville, Raphael, -1772.",NA,1772
48169459,"Coustos, John.",1703,1746
49131779,"Cowse, Benjamin, active 1711-1725,",1711,1725
29588428,"Cox, Thomas, -1754,",NA,1754
20030487,"Crabb, John.",NA,NA
51546653,"Cradock, William.",NA,NA
76172357,"Craighead, George.",NA,NA
NV7568,"[Craighton, Elizabeth, active 1728-1776,],",NA,NA
NV7569,"Craighton, W.",1721,1761
309695877,"Crawfurd, George, 1681-1748.",1681,1748
1546581,"Creaghead, Alexander, approximately 1706-1766.",1705,1766
29412961,"Creake, B.",1703,1755
12163783,"Creswell, Samuel",1747,1786
NV7688,"Crook, Andrew,",NA,NA
54065151,"Croom, George",1643,1713
NV7706,"Croom, George, 1643-1713",1643,1713
56467497,"Crosby, Thomas, 1665-1768.",1665,1768
61896518,"Crosfeild, Robert.",NA,NA
53106834,"Crosley, David, 1670-1744.",1670,1744
54005327,"Crosley, Joh.",1664,1705
306130920,"Cross-grove, Henry.",NA,NA
NV7712,"Cross-grove, Henry",1683,1744
78635199,"Crossly, Aaron.",NA,NA
69303108,"Crouch, Henry, -1732.",NA,1732
56494757,"Crouch, Samuel",1674,1711
66768685,"Hinton, J.",1732,1781
4895415,"Crownfield, John",1710,1760
68946151,"Crump, Thomas,",1929,NA
12677948,"Crusius, Lewis, 1701-1775.",1701,1775
NV7771,"Cullen, James, active 1729.",NA,NA
29543850,"Cunn, Mr. (Samuel)",NA,17
15008766,"Millar, A.",1705,1780
73995150,"Curll, E.",1675,1747
73711112,"Curson, John, active 1729.",1729,NA
44154943,"Curtis, William, 1675 or 1676-1731.",1675,1731
24459349,"Cuthbert, William,",NA,NA
45679517,"Cutts, John, active 1745.",1745,NA
29391061,"Dickson, Richard, active 1718-1748,",1718,1748
NV7959,"D. H., presbyter of the Church of England.",NA,NA
NV7961,"D. L., active 1711.",NA,NA
NV35182,"D. R.,",NA,NA
40909186,"Franklin, James, 1697-1735,",1697,1735
2325249,"D'Anvers, Arthur, 1685 or 1686-",1685,NA
5060938,"D'Urfey, Thomas, 1653-1723.",1653,1723
7247533,"Dadly, Joseph.",NA,NA
47841420,"Daffy, Anthony.",1620,1684
24457040,"Dagge, Robert, 1708 or 1709-",1708,NA
76187625,"Daillon, Jacques de, 1645-1726.",1645,1726
NV8041,"[Dalton, Samuel -1741],",NA,NA
9702173,"Dampier, Samuel.",NA,NA
NV8081,"Danvers, Joseph.",NA,NA
311335919,"Darby, John",1624,1707
29390947,"Davenport, Stephen, 1701-",1701,NA
40917048,"Davidson, Alexander, active 1720-1734,",1720,1734
